user_id,recycle_actions,purchases,eco_score
93cea637-5dd6-4369-a1e4-313c0581a005,6,18,66.82923933770977
11ad120a-2cf1-4799-8cf1-b208f749f023,8,6,46.595930793833176
a3f52976-69b4-4977-8e8c-1c45627dda51,3,18,79.53858523713522
6db2d952-c575-401a-ab18-2d571d32d8a5,12,18,93.21868576246666
e5b7b02c-acd4-4b88-b591-fad90d566dff,2,19,83.23898674872106
234fbdb8-3a80-41ec-b16c-ccf0a6dabd5f,17,14,98.97243250605649
49ddf40d-150d-4cf9-8e1a-6be7a9ea57db,10,0,18.98798161671653
076810bd-7e5e-4cce-890c-bdb1ff4f5876,13,12,100.0
9163b1b3-3345-4d9c-a209-eff4cc7fcedf,1,0,1.0
3f69d2d3-a70c-4cbe-aad7-9a608f5335bc,15,6,69.07179443953856
2f1df178-2796-462a-91fa-51afba17f5ff,13,2,25.21503181761628
e41355ba-5331-474f-9744-89c274bbe329,14,2,54.84569332664364
ac1cbb94-e979-40af-9d1a-576e77fe3139,6,0,6.042077741536291
bb8f467f-e635-4bfc-90ef-6a7d2457d0b6,7,14,68.87299399801802
7b273170-82b9-4ce8-b04d-6a8cdde74493,3,16,69.00198802380523
b52a35ec-02d3-4492-8d7b-2a90435e6184,6,16,74.00830598661766
fc2e8718-a4e1-442e-9c47-f3cd9fdaf527,1,14,52.083489512968505
7bead4e1-8389-41d5-b915-c32392894ec2,4,0,1.0
4c2c24ae-fa9b-47a5-91ec-9b0bfaf95bf7,5,0,1.0
fa30c6b2-8725-49a3-99ef-dc689d355dce,19,4,91.04638482006027
924a1eab-5c88-492b-b83b-45421084c5d8,15,2,55.817417066363774
203cba50-1645-40e9-bc30-b01eb8d73adf,11,18,100.0
e4994053-79f4-454c-b8d0-6c4174bb1b18,2,12,35.254687496980395
a19456ed-3a4f-4702-91cf-46dccb5a7f86,4,9,53.80683590705087
991aa038-934e-4d3a-a762-54008270c98e,18,18,100.0
2ea5d2da-a5ac-43b2-b29e-59b4babbf31f,14,3,64.29964774390984
99de538c-1ac4-4a62-9da4-9118bf4a4d88,19,18,94.12585225573582
de0bcf31-4cec-4644-a818-fd78ae88c10e,8,7,52.081073412772135
37ee0e7e-2e6c-464a-8d28-c709a0307841,15,14,97.58351941571131
5d054c77-fa5e-4925-ae29-39ec213e23f7,6,2,17.813162907620043
f3669078-b397-4e38-a385-947ecd9d847c,13,1,38.12481447419802
784369b0-6ad4-497f-ae36-cbe6887c8f6d,19,18,100.0
e1b9a05b-1fb4-40f6-87ae-410bf5978179,3,1,14.43243713948144
f1e3566f-d117-4e39-806b-a728025dc3ee,4,18,65.07282627453813
8a64b318-39f7-41c9-a92c-20b84eb22461,4,10,49.126660751036994
a3da735c-7d04-4e0f-9998-ff5183d2f53d,17,7,88.2696868104435
0a703e85-5e25-4c7d-9a38-339fd7cac1cf,15,9,80.86186935467181
6ee5684a-0849-4fa2-9563-f4f745345211,8,4,46.04432816357548
8a7dae70-d1cc-42e0-bf81-4fd02a16b350,8,18,96.81482159558117
d8047b65-504d-479c-a66e-8e505214e1ba,0,7,15.042781557614475
87c6e75f-96b8-4a49-8d26-21636767161e,10,15,91.83509488041467
a4ffce8d-28a8-464f-9c8f-dc37a9bf9e60,2,15,66.2790405602177
8f07a855-37a2-4ae0-8862-5d90a48c12da,13,18,100.0
6a34d55b-9154-465e-8606-483f8352831a,5,6,27.78426682525813
07d224b7-b71e-4df5-b362-de53711dfbf2,14,17,100.0
dc9d910d-ee5c-42e0-b4f2-21bb12c6fd66,6,3,25.217991761336386
2e8970bb-40ab-494e-8077-a778ffb3f919,17,12,100.0
8a6cf1a6-3f53-4c5d-92ce-2fa640aaf5b9,14,8,91.5964015881393
7d796e02-30e1-420a-bf77-aa4fe3c01900,13,15,100.0
76c96aba-c279-4e7c-a6e6-fd2b6793f796,1,12,51.43595761712601
1ea51f1a-0526-4faf-8639-0da374a8119e,7,11,71.07728251162317
bb221fb2-5edc-447c-9c18-da6e900a2563,8,9,39.915268783548576
a1850911-df9a-47b7-9d69-878f64d06a68,2,3,1.0
d9431195-7f91-41fd-9cd3-6c76e629d337,17,4,64.3402690784182
a68926d7-40d8-4b37-9d6d-423bbc485aa0,1,0,1.0
97f077b6-5d0f-49a5-a460-72bf8ceec95a,17,15,100.0
be95a23c-d9cb-474c-b7b6-90bb6e0d68d0,5,1,26.702619291813914
52e58bba-aee7-4130-a757-b2cba826c588,4,10,51.74092136948404
3d8a6dc5-0696-4d6e-b382-6459cfd26acd,11,17,100.0
4c7ae085-f177-4efa-ad41-e6b98e9cbef3,15,8,71.40984379485046
c4ff535d-08b2-4821-a86e-eed2bf3bb5ef,18,16,92.01414972139635
e3a951cf-9cd8-4f18-8f5a-75ef2e1d855c,1,5,23.895548453474028
baafb5d0-39f8-4fc8-a73e-5e6d24841edb,1,12,40.629759369845075
d2b07ce4-7eff-4bcd-bb2c-1c44d97346ac,13,12,83.28522800914835
a37d778f-c702-4fd2-a567-64f4c36c44d3,10,3,31.49192990193623
fa9d57ae-f166-42a8-9a09-0fbfc8e79cd3,6,6,33.83452102882165
95430c08-d76a-4ac9-bfb8-0c1a8c43ff15,2,15,55.714865092155875
8ea764c1-88d7-4b04-ac34-6597a8678599,18,18,99.91610117430272
fc159c48-592b-4d73-9ac4-4d51688f5e9a,3,4,14.402147213052455
e39581ed-945f-48d5-ae73-2f5db4ddf41c,5,4,35.68326541793343
0432a121-db8e-4396-b45d-d82ee550a062,14,15,83.85013760597266
07b25d68-af71-4eff-a808-0149abb4faa6,16,15,100.0
fbdc353e-91a1-48df-8c4f-89b5cf4f84e3,1,2,1.4788626843391988
04c19bd8-b481-4e58-8389-bb964749ee97,9,13,57.541391841054335
d86c4ad6-a41c-4240-9630-e02dad00762c,18,9,89.52442815860046
c55635bc-4f82-4a71-9745-fe21d50bc5ed,17,13,88.64819779639781
c5d87842-eb98-4533-979f-05c9eb122abf,12,15,87.68173849493085
a58970d9-9928-48f4-8790-368c799bb645,7,7,55.47718218723122
33160c51-6fe4-4623-ade5-1a71a2d6cc1c,8,2,21.285084052098835
787e9101-a036-41fd-af5f-179b03c5a1d1,12,14,91.95299320228628
41c6ba58-dbad-4256-b93a-2676061bfcfb,0,14,41.57284932645301
b51dd5e9-566f-40bc-969e-2f56807aaa0b,15,6,66.7751806189846
58b9ae89-1fe9-4c8e-886b-b54ba7430f4a,13,18,100.0
c03c5c26-933b-484d-a92b-164dccd5930f,18,13,88.92901101519558
1a26b456-acb4-491c-8bf5-17951a5946e8,14,7,60.96745398326923
afd92453-e1ab-4ea6-935a-c2ea6c90911f,18,12,100.0
efef10f0-1637-4090-a4cc-cd95cc5ebff1,1,17,48.91718998538237
d9e8dfd2-c240-4417-86a9-75f6e1160b9e,15,18,95.2315947776255
765bd580-7e60-46c7-bfa3-140912b4c7ed,3,16,61.42515565485357
9d79b5ae-4507-49f5-8009-d85abc7ad96c,17,2,63.20749449673222
82c1aa3e-887b-44df-bb6f-f2fa5ab0ddea,8,2,21.35829337581832
08a49e62-084e-415e-8964-6948db7fe311,19,18,99.43208431737706
f6b284aa-8049-445f-a680-44077973cf63,10,0,18.261281943187015
ef2db098-bd3c-4f08-85dd-9f62487ed05f,19,3,55.86989554743197
361f5723-72fb-42fd-8fe0-7d372bcd3021,10,13,89.1058584269759
ca70ab58-7dbe-47db-a2cf-0d1b646088d0,6,12,53.354889297525375
781b76aa-c4ce-4ff5-bed0-042493db5d3f,5,11,72.31861325414538
1531ef50-2437-4dbb-8288-ac8365198bfb,11,19,99.93923173884819
9ad6835a-e0ca-4766-9cd9-92e9c390bf05,5,8,46.01939712210603
e7639ed8-373e-45a1-9e76-fff9a4250afb,19,11,92.23829632562695
e9ea4608-7912-4cb6-82a0-10ee05868f39,12,11,88.54294272699303
e7d61913-6771-41c8-b70e-87c98d9280b3,12,11,89.09715915590013
f02f50ae-078a-47af-b459-a9e1dd07a8b6,2,7,11.535690601709131
dacebf9c-41f6-497d-86d5-a801d014bc9b,16,7,79.55205263565462
2b40deb6-584e-440b-a9f6-8d1166e819a5,7,16,85.85427264654062
53b71fb0-a1c4-4b0d-8299-8ac7c0af7b83,4,18,76.47911667079006
3fa03982-51d0-4e03-a7c0-364e5e05c299,18,7,95.55189289265734
3920c25e-c5c1-4c77-9f65-738a5f77aa3c,19,9,100.0
4c9a6f4b-c069-4c73-b61c-3d5949a3e06c,9,6,63.15004163656539
2c6f2bc6-f2dc-40a7-b5b7-f12989ed87d4,11,4,54.690158211174655
a046f05e-f335-40d8-b371-0db9a4c4f132,16,4,67.71319131687501
a677436a-c26e-4012-987a-f021f78f5205,0,3,30.89027126501558
931eabe1-096c-4c3f-841b-e8181117d14c,15,3,65.8621103660627
17aef747-a09e-4a93-b1db-7821cf1a7971,4,3,1.0
e02ad53e-ac72-43f5-a98b-c6e87f6cf074,3,4,19.31144385005388
50f18eaa-be57-4514-aeb2-aedb95fc3b6f,11,2,61.81892991492591
41a0689a-81ef-4968-bdf6-342e4ee3a697,0,7,28.46361531595731
621ac2e2-9365-4ff2-8ff9-cc8ce3928329,16,7,73.8847008370361
6528bd4f-f072-4253-83bb-dc4e57a8a9a2,6,6,38.02096985383018
d2cf9d79-921a-422e-ac97-649e59c4b91a,12,3,36.860433545939955
624f3897-ff70-40cc-aa12-baa1ba04a997,10,12,81.17554135426427
1283a970-13af-4f97-bc12-fd60ecaff67d,17,8,88.17795012215338
3044a90d-3c6b-4616-8ea1-66e4cdc9d732,2,15,50.79944561136317
01236e1c-cf2e-42e9-bf15-bfbcd312b711,2,4,6.345177549652772
c7927b1d-88d1-4ed4-8639-1ae8da4d0e43,17,3,71.2206648042138
1f768599-a1e1-4f8b-9283-f4c277eb1c06,17,12,95.38712863550624
198f5177-3287-4640-affd-0286b2f92daa,1,12,31.63437548451818
2fdd7359-75d2-4205-b503-28286ac11fb9,13,12,87.83143959734764
719635cc-328a-4b09-8f57-fcf2797aedc2,13,6,51.61201859532978
e6e850d8-0991-4df3-85c6-c07210c7233c,9,7,63.18724447644655
47ebe77b-1b82-4c8b-80da-e8c806df6a72,12,18,96.85866809636755
07ffe90d-2f82-4f05-a600-2eb95e11f904,0,0,1.0
009d067b-524e-43ac-8527-5065a5b5233d,1,6,19.955686931936597
bffa1224-88d7-4c86-b5f4-9eb260ee0c51,1,9,20.56630003071447
6ea0ac38-8f64-41ef-8caa-d0c22e913d47,3,11,51.65202228298558
aa689a44-f5f1-46e6-ad05-f054fb145710,11,16,98.79104686877243
10bbe2c1-e614-42c5-8618-15bd6d51b6b9,3,2,1.0
d3abb908-abe5-493d-9afb-c7391d7b22a4,0,19,72.28009145971048
8449f0ef-1f77-4329-a23c-2f8ddae64b3d,13,8,72.8288372607907
980b73e5-716d-4214-86f7-ed0148b25bf8,15,19,100.0
fc5c304a-0625-4add-8b93-d78677dd2518,8,4,27.247530317875682
db93b4c1-1093-403f-a5c4-664110c40996,3,0,8.587094772229491
0041533d-ab07-4064-9dd0-cb3011311569,8,3,31.119821463540276
4c6f27a4-e887-40d9-9646-ad1a8881b703,7,15,88.6775733137505
9146fb26-ca82-4018-b2fc-f14ca5e88517,17,5,60.499248290016844
675203a1-8a3d-40be-8a14-4a35f9f740d8,1,2,11.080098275254375
6b9afcd8-1dcf-4d45-841f-a2db649a13e7,15,0,46.20709999397008
21694c3f-74ed-47a3-a8ff-57e32e958818,9,14,72.3503913422877
57a64705-01ed-4e3a-829e-4a3131abc29d,11,10,80.24301755076613
c41ca068-9f79-4b05-8a87-277ee4b838ae,9,3,34.923331444478045
91f641cd-a171-4f48-b7d7-fe3d882e0db2,4,14,80.64138181035209
6b249acb-0d00-45ae-b493-0eac8f135e28,12,7,72.7479711476086
46d6015f-1c2a-4690-b5a0-5189baa447c5,9,19,90.83914277089656
3e5d03f7-07f4-40f5-8f56-b52d3ebb5c69,19,3,53.929359712768346
fffcb04d-b3c9-4f0b-ae87-b01199c787dd,4,2,1.0
ffe3cdb7-fc55-458c-b4c5-b97394fe0639,5,17,70.50755383290557
f30afc05-a425-4da3-a773-d30e88d1ee0d,8,15,78.72590494188346
72950495-16f0-493b-951e-f6fe3eafcb26,18,8,100.0
265d382a-4804-48d3-945e-69a7a17d0c92,1,8,25.00974497819929
1f580b52-0b0a-4813-8d37-25e271108523,9,18,100.0
b58eb26d-8c1d-4c1c-ae1b-36ecbabd14ac,11,1,18.93706657142806
0f5463b1-90f8-4482-95fc-919cecd29253,18,11,100.0
b0beb3d7-f441-44d3-9de5-5e9fee22db96,1,3,1.0
fa1f8fcf-c4b3-477f-a28a-bfdfbf5c2eb0,12,6,61.81044661682677
3234f94b-ffca-40a6-b8d8-cb3825a1011a,11,4,63.035791818515925
2cb8dca0-8f28-44c5-b8e1-6c65f979d686,19,19,100.0
2c76faed-bfa1-400e-8502-4f3c961ea13e,18,5,73.59895761729777
e6ccd728-7a79-4fad-b04a-3375a061113a,17,2,61.41829240722538
76fba802-3c8d-48bd-ba74-6d2aeb3552ed,6,13,67.29936906431828
5c7b5f42-3900-4c7b-aaaa-3a020486cda3,15,4,62.10866080563173
3346bd37-d352-4f41-a85d-f673ceade6df,15,0,42.78869691212263
b1ca0881-7c4a-4fd1-9b13-c7c12fca1e89,15,9,62.43437961562494
3dac2e20-c139-4b11-8490-aab08c949f33,0,19,71.84453491210357
f1766098-a648-4f9e-bedc-6811e7c724c0,13,4,63.86766558648814
6e634fed-6010-4a9a-81bf-926a8fe99828,8,6,36.89547078364786
3634f8ef-cda0-410b-8cdc-839cf0d78360,1,8,31.4707603349163
80db6f43-f274-4505-a8d3-c8daf08aa431,18,12,96.49907326016415
bb2b686a-9c93-41f1-925a-c26b9a00102e,12,1,17.729620202027455
03c2c4db-9444-4f17-a24c-2775ecfe51f2,4,1,29.542473642037386
1943cb2d-b364-4c15-a80f-c23a3246f770,12,13,73.68997743254846
41cee733-1572-43f7-9c2b-6bf452af7587,15,10,76.56633841724776
c5e57336-4e71-4fb5-8ff8-273b6ab19c41,18,9,80.38874782884976
ca8adaf1-a0f6-450a-bc75-1e287be77a8e,12,19,100.0
977862a0-3608-4e7e-8e80-dd434c85a4e2,5,0,5.510701748845281
ed98d18f-7fd4-4671-936b-ab87f7f9abaa,6,1,1.0
46bb51d0-c6d9-4328-9969-62d7b1032654,1,7,15.58082209243636
62006272-eea9-407d-94a4-b050613143fd,16,7,71.53704600736704
ed6b798e-0d40-4b36-b8f8-ea9ce9ebcb67,8,10,62.6089926872749
c186e46c-73aa-4b71-9def-b0f575126dbe,10,7,59.48762013802514
84f86728-04aa-4eab-93fb-425cfbbb61ec,2,8,28.046628117442
7a638f08-a8ef-4d41-a685-fece06c03180,0,0,3.6589669806254674
ee8f238d-f7de-48bc-ad8a-8bce2a79a3c8,5,7,34.46462440610435
dd984e50-f0fe-43db-a62b-3b0b73d64d57,1,0,4.910282798012307
424b1cda-fa51-4935-aaa3-8284101f7b5b,2,8,38.885648462914205
8bc6535c-f059-4131-bdd5-083a24710476,18,8,99.54859934686934
bccd5bfd-9030-419a-9600-b2113eca6d0b,15,15,94.57935065575897
b680ddda-a964-47b1-8ca4-4cde0523b9ad,7,19,100.0
f3f5f7c4-06b7-41f2-a735-54b8b9a65704,6,2,33.933460214755556
76169acb-c651-4bcd-8672-ad5088bff6d7,2,2,1.0
b5d0c689-b17d-433c-9b0c-50047e9bcb82,14,14,100.0
f39f41f1-611a-47f5-b9a1-d46573c2ee2e,2,19,64.90056651568469
a1bb71d0-95ea-4d70-97be-68704d500363,6,4,20.044163949387773
c9f3caaf-c42d-44c1-82d2-0488c0819c5a,8,5,25.913329355379012
c97825a5-3d85-4880-becc-7a3133aa1851,3,11,34.188087682471526
e8e6c152-7e73-4cd0-9093-c57c66fc13ac,17,6,78.87090268146109
be0b7a05-3925-40c2-9db0-a1a92c9d0692,0,16,35.702702398645364
23d4b4ff-6072-4e50-bc21-4840f5882ebd,1,13,57.63294487988625
33d4213a-6da3-497c-b20b-9ee994676a0e,19,1,88.83209914067601
eeb96e37-4516-4fd0-a62e-0ecb99bc6a57,16,15,92.34204001671779
220bf8ff-72ac-4890-ad06-eab3b09acd91,2,4,13.177224049726398
c312e9ce-6b07-46ab-9d3f-837a26f2cd3a,5,15,52.63406141292229
9e2676c9-b95e-40cf-b01a-e32bdee84a52,0,9,24.053496843153113
cb663b6c-b053-46fa-aaeb-f1500e3963f7,11,16,100.0
170d9484-a300-43d3-bc3d-6a65936b378b,7,18,88.22848682601132
bc57ed91-b9c6-4e6e-b2b9-3426d57c23e1,16,16,92.23997735905577
ba17eb87-89ed-4ebe-974e-d25c36ecaa80,12,0,38.325470666750206
41061788-a07e-417c-97fc-5d63397cd336,14,11,100.0
3eeb5a01-4fe8-46cf-86fb-fa5ff33bce1c,7,19,94.2324206349838
dfa2b838-b849-4f84-8acc-3d6b0b186613,18,5,98.65416200857359
b07a5529-f1df-47f9-af02-0f5a776ff8f8,5,15,99.91889923214808
2a9578c4-2d3e-4f98-b546-f924cceedf8d,5,4,11.287370185727644
9a92a5d1-f076-4870-9b50-8563dcdd1dc7,7,19,100.0
730d6965-e4af-4894-bbfe-e75a071751dc,9,8,47.06935745592407
bae27919-e269-4e0e-ad1f-c5c0a1e90c26,8,9,63.16058335716696
61f860c6-ea1b-480a-af39-ca0e5d677d0e,5,16,56.12441558738406
73a5fafd-55aa-4be8-99d0-132fc2434492,17,12,100.0
74609ebc-9c44-4b19-85c4-b9dc98b466f7,16,10,86.1943208050726
c91d7a3f-1675-41d0-bb59-5d89d36ed258,9,16,90.65953767223559
ca2484a4-3e1f-4fe0-b7e0-413491852471,11,1,34.463959680182356
29f3bf40-2632-4f10-8a3c-70e5be420816,17,15,100.0
1c48f103-c829-4581-997e-0bc07b379f00,4,4,29.93016988175905
80706679-6b5f-44c5-bd78-5dd453171eb6,9,7,54.66189796803597
bacb74f7-8c10-4459-b717-5c029fa18aa3,8,4,45.88788430236447
13e2f58f-6a3b-4674-96e7-74ebdb9971e9,18,19,100.0
3cd68664-6a0b-402f-9b23-029f870f1e03,3,3,7.8280281395067
c6a48d4c-6103-4632-8613-eb24de97ba05,0,0,1.0
d86a916b-e4ba-4f5c-895d-7d85f8fa40b4,1,10,30.63195336480465
a44f02a1-555c-4ad0-963e-2b5d71f8cff2,0,16,55.78974200751643
19625778-3721-4248-a418-cb57e4f2f9c8,13,11,87.47477860930779
cd7ad709-f877-4583-8d21-9839aeaa4446,14,9,95.32922987731678
5777db25-6bb0-451b-9e91-b5dd784e8cae,0,11,66.64383432212941
bdea94bc-6913-41a8-abe5-ea6cd6eceddd,9,18,100.0
56711cee-3805-403f-b6d7-7187f890344e,11,4,56.0635450898992
80f7bfe0-c446-4a7b-86ab-a06803ebe5f9,11,10,83.59051225928506
767fbd1b-19dd-4c0a-8df9-579821e34072,9,9,80.83029714179872
d2332795-f3a9-40bf-a4a9-c4b765af19d7,16,3,72.2975049218812
1e1e4029-d5b9-4e3c-8a3f-aa4ce5f365ca,5,8,50.38751206754568
87c38f9e-ee25-4c8f-947c-f4a04e0dc1cb,7,0,2.819191052451057
3db1305b-dafa-4700-b5f8-dfd996a01370,6,18,72.97018831548253
0bc21b75-d1aa-4e71-88d8-373169022a03,0,4,12.761087891318605
1051828f-9aed-4895-b3d0-a32293b74b31,12,13,90.40677893791461
1ab22c03-e8f1-4f3d-922c-3d6f806efea8,13,5,65.18139749227866
b02ed97a-c7b5-4a0d-ad1e-9537bd3fda19,14,11,87.78993289697173
f069e7af-bcd0-4aef-8780-2ebad67319e0,0,4,14.643728964862504
94f2990e-a457-4784-a91c-f40ff4cc625d,5,14,71.81973345404653
80fe761f-166f-4994-921e-64ce2fd79c25,9,18,100.0
f784aa82-ebc1-498b-abea-c97558472c0a,4,1,4.5151893944525145
3a4d1e20-3266-4bed-9913-2b9379354a6d,9,11,52.76271312478328
b43a32d9-9609-4fbe-9b19-49a59658a21b,8,8,58.24971685726821
918e1eda-1ffc-47e1-bd5e-42c98dbe2214,3,17,58.53446514442033
4e8141da-f6c3-4148-8311-7bb5137cc5b2,1,5,1.0
d4726725-4941-4360-8704-79e61fb39942,15,16,100.0
bb879e75-cd91-4944-bc93-108bb9a2c46c,11,9,59.01479452774274
8d6d44e0-a7e7-418d-a3b4-c25e4b410d90,14,7,83.2401319560313
d56dad16-667a-4e8d-a142-f9182c067167,16,7,92.89411575479721
e2c41206-3def-4281-81bf-e29fc5b75394,18,2,69.98064751804344
3d0c8881-59ed-4ab7-af14-b1b0a7fdbe87,7,5,40.15036581891798
7166feb4-f1e8-49ab-8d6b-c6fba3efa625,9,7,48.13908995246437
a60e1bec-db32-47c6-a72e-ae3a775fbc02,1,13,44.66578162828559
aee945c5-c1cb-4949-9566-6ff80db974ab,15,16,100.0
f538dba2-b355-4595-8173-1b1717a6fe58,9,11,51.98586601953933
acb7ca3f-f8a9-4de6-ab28-ac1e6d5f1f16,4,18,83.54401104809179
6dc9a72a-8c8f-4190-855f-518b07ba5100,6,6,48.605863132786475
c4d90d38-2ed3-4585-91f0-360cc9337919,17,16,100.0
824bbde0-fc67-42c1-8e21-daffa1cb7966,16,12,97.13072501489212
c4992603-58b1-45bb-80a1-1a316b08fb70,16,3,83.77433810329438
de6d7053-42be-4de2-a866-42f8b57d6746,18,7,79.90757647501434
14236f94-3324-474b-9d30-facc01d084d2,0,13,23.404300059791932
d8f10656-6a74-4480-823c-3e85118c89d3,15,10,91.08914007921976
d3636feb-7a4e-49d7-a4e2-fa4c188e2fd6,12,8,71.18137674527486
037f1ecd-4314-4803-b754-cf09b0b53860,12,12,91.18833812581207
8c2e124d-503d-4403-bf6b-52a3922d0495,16,9,86.50141975316413
e5a08fe9-2351-4f84-a7c8-8fe681c01ebf,18,7,82.34858695345307
fd72e0a9-ae28-4eac-945e-71ede58b8f1e,12,11,62.10777299523473
524a34c1-69a9-4826-8887-256745fd5d28,9,15,87.32978858910754
fcd3fe34-8c56-49d9-94af-0cc776e4a44d,14,15,89.76918971772197
f9377ee3-3379-4f19-a1d6-74b3bacdcf2e,13,1,54.66582762440593
46076f68-3685-42fb-b2f7-4f120e8392ea,1,10,22.33576998398705
d581e142-d4e6-406b-ad8c-882a2e57e32c,19,11,77.76023366608418
f8661cb8-1e80-4ef5-8fac-ad649b968a7d,2,6,8.331842738354325
45c646e0-9e29-482e-a545-2ecb35bb4e10,1,19,70.39957929001308
c691df1e-c375-4c95-8bcd-99c740085818,2,6,8.010011062502
323afe5e-4568-4bbc-8c90-4395508c5598,6,3,19.787656738177418
6f36fa7b-d6fc-466b-b4e8-cecb4141e4e8,7,4,45.9476792727826
82e5759e-7752-4a7f-8f0d-cc47ff0c136f,13,2,57.55471460160408
00b6b4c9-2571-4be1-aca3-c66291943861,14,0,42.137326596609604
34b6de53-bad2-4aff-a6bd-7a3968f75a33,4,7,23.9711870455858
db7a8655-fc36-498e-ba67-90daa585ab32,13,11,67.95215263248052
f928e1c0-fc15-40a8-877c-ef744cf2a1ef,12,8,82.55660900765729
178d53ed-d6cf-4fca-aeb7-271fa22142bd,8,8,48.373935553869146
9674e04c-7c22-4e53-8c47-113a97ebd17a,16,10,100.0
85b1ee74-1eed-4861-bb77-69ff1dcaa2e2,5,11,49.642372718449124
a763c771-8a7a-4504-a2eb-0a5a54910b77,1,1,1.0
e8e55bf2-5fdd-48e5-909e-d627c289b4e6,18,1,43.98987798796098
fcd1aa62-6e3f-45bc-b02a-c962fef83f6e,9,15,87.73097803808548
8aa51c88-cfa9-4106-8f8f-58bec5037ce5,11,14,96.3195008463484
6d157507-069c-4e81-bc56-f1e2c5debfd0,12,12,88.08827391960718
0f51f0ff-bb04-4c71-9b25-425f86eecf68,9,13,61.77046024944115
1705b5bb-12e8-4755-86f3-cc89600ddeff,9,10,65.09311733855172
92fab214-7e0d-4e81-b5e1-90f7a95955e4,14,13,98.03339116643036
84d6e78b-94f2-4a3e-a385-1a138d084c01,5,5,12.73462460531882
8e7310a8-8fcb-4835-b237-e8e8b59f0faa,15,7,78.40423725760756
53d18c5b-579c-49b6-8a32-888829cded4b,13,19,81.87019092769329
255cee1d-64f7-4463-8812-aa8ca2b09127,9,7,37.7044695645589
d30bbe23-ffa4-4ba6-bff9-bd114a5467f6,4,10,49.76743550146683
61591d40-0789-43f0-a85d-0371e23e0b3e,16,7,75.95041382734185
ae891003-8e09-4980-9aee-50f08138c1f6,2,2,1.0
f6c1d4d2-e033-445c-880f-05cebde346e5,14,15,100.0
5c6680f8-a55f-45bc-9e28-ea5e62d3743e,19,1,63.171057842981384
a2333d48-452b-4a33-9522-34a8a48f310c,5,7,28.005651603595833
23da53d4-0b59-46af-825b-0d4032bad700,13,17,95.16845644077193
2b89d08e-d21a-4eea-b8b0-9479ee5c1594,15,16,100.0
